## Site Characteristics
Country     = 'Germany'
Station     = 'Bremen'
Description = 'Weather Data from the DWD Station 691 in Bremen'
Source      = 'DWD'
Contact     = 'No Contact'
Longitude = 8.80; Latitude = 53.05; Elevation = 4; AngstromA = 0.18; AngstromB = 0.55; HasSunshine = False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20200212,6150,2.4,6.8,0.62,10.5,0.2,NaN
20200213,1170,0.3,4.1,0.68,4.8,8.5,NaN
20200214,2820,3.4,6.7,0.8,2.9,0.4,NaN
20200215,5980,4.2,12.1,0.85,5.9,0,NaN
20200216,1230,8.6,18.1,1.08,9.9,9,NaN
20200217,6020,5.6,10.7,0.79,8.9,1.9,NaN
20200218,5800,5,8.5,0.78,8.2,1.4,NaN
20200219,4340,1.6,7.3,0.75,7.1,1.3,NaN
20200220,2450,1.9,9.7,0.86,6.1,5.2,NaN
20200221,5100,3.9,8.4,0.76,8.5,0,NaN
20200222,2210,6.7,9.8,0.84,10.5,2.5,NaN
20200223,1510,3.8,8.4,0.82,6.9,13.7,NaN
20200224,2020,4,10.3,0.84,6.4,13.9,NaN
20200225,6670,1.6,10.3,0.73,8.5,0.4,NaN
20200226,5780,1.3,6.5,0.7,4.1,3.1,NaN
20200227,4210,1.2,4.6,0.68,3.7,2.9,NaN
20200228,9060,0.6,7.6,0.67,6.1,12.2,NaN
20200229,7050,1,13.9,0.87,7.2,2.4,NaN
20200301,6580,4.6,9.4,0.7,7,0.2,NaN
20200302,6360,2.3,9.4,0.76,3.2,3.3,NaN
20200303,9750,1.3,9.4,0.76,4,0.9,NaN
20200304,5070,1,8.3,0.74,2.8,2.4,NaN
20200305,7830,1.3,8.9,0.72,4,5.8,NaN
20200306,2180,3.3,6.7,0.76,5.6,7.8,NaN
20200307,8480,3.2,9.4,0.71,4.7,0,NaN
20200308,5640,6.7,11.2,0.9,6,1.4,NaN
20200309,9310,5.9,11.3,0.89,4.9,5.3,NaN
20200310,2440,5.2,12.5,1.07,7.6,7,NaN
20200311,11650,6.2,13.4,0.94,6.3,2.2,NaN
20200312,10680,2,12.4,0.77,10.3,2.2,NaN
20200313,7610,0.2,9.9,0.74,7.7,1.7,NaN
20200314,14010,-2.5,9.5,0.61,3.4,0,NaN
20200315,10110,4.8,14.2,0.84,5.6,0,NaN
20200316,13210,5.5,13.7,0.88,3.2,0,NaN
20200317,10950,1.9,13.3,0.79,3.7,0,NaN
20200318,10300,6.6,15.3,0.89,5.2,0.4,NaN
20200319,3790,6.6,11.4,0.95,3.1,0.4,NaN
20200320,5550,2.7,9.2,0.75,4.6,0,NaN
20200321,13530,0.1,7.7,0.48,5.8,0,NaN
20200322,17330,-1.3,7.7,0.39,5.6,0,NaN
20200323,17380,-2.1,7.7,0.32,5,0,NaN
20200324,17030,-1.3,9.3,0.35,4.7,0,NaN
20200325,17670,-2.1,11.9,0.34,4.3,0,NaN
20200326,17310,-0.8,11.1,0.39,4.8,0,NaN
20200327,16570,1.7,15.5,0.56,5.2,0,NaN
20200328,17690,2.1,12,0.64,5.5,0,NaN
20200329,9830,-4,6.3,0.45,7.4,0.4,NaN
20200330,7860,-5.9,8.7,0.59,3.4,6.1,NaN
20200331,15250,-2.5,8.9,0.46,2.4,0,NaN
20200401,7600,-2.7,8,0.63,3.8,0,NaN
20200402,11160,3.4,10.7,0.72,6.5,0.2,NaN
20200403,12580,0.8,10.1,0.59,5.2,0,NaN
20200404,18140,-1.3,14.3,0.63,2.6,0,NaN
20200405,20040,3.6,18.1,0.67,5.4,0,NaN
20200406,19990,6.5,23,0.78,4.3,0,NaN
20200407,19100,4.7,17.8,0.93,2.5,0,NaN
20200408,18860,7.6,23.1,0.94,3.3,0,NaN
20200409,20350,4.1,18,0.88,3.6,0,NaN
20200410,20950,2,13.7,0.72,3.2,0,NaN
20200411,20610,-0.4,17.6,0.71,2,0,NaN
20200412,19330,4.9,22.4,0.89,2.8,0.2,NaN
20200413,16990,3.6,9.9,0.58,8.1,0.2,NaN
20200414,12140,1.2,10,0.62,5,0,NaN
20200415,21800,1,16.5,0.7,3.5,0,NaN
20200416,21020,1.6,17,0.82,2.9,0,NaN
20200417,22260,4.6,15.5,0.75,3.2,0,NaN
20200418,22730,3.8,18.9,0.67,4.7,0,NaN
20200419,23690,3.1,15.7,0.5,5.8,0,NaN
20200420,23620,1.9,17.1,0.56,6.1,0,NaN
20200421,23610,5.7,17.9,0.63,7.3,0,NaN
20200422,23840,6.5,19.9,0.72,6.1,0,NaN
20200423,23640,4.7,22.3,0.8,3.1,0,NaN
20200424,23780,7.5,17.8,0.86,5.5,0,NaN
20200425,19970,2.8,16.3,0.82,4.9,0,NaN
20200426,19620,2.1,15.3,0.8,2.3,0,NaN
20200427,23380,2.7,20.6,0.81,2.6,0,NaN
20200428,15710,8.8,16.5,0.94,4,1.8,NaN
20200429,7570,8.2,15.3,1.14,3.2,4.3,NaN
20200430,16080,8.7,16.4,1.04,4.9,0.1,NaN
20200501,14090,7,14.7,0.98,4.9,8.7,NaN
20200502,13610,5.2,13.8,1.01,4.7,1.4,NaN
20200503,10990,4.1,13.8,0.98,3.1,0,NaN
20200504,21750,3.4,14.7,0.8,4.3,0,NaN
20200505,20110,0.8,13.7,0.71,4.3,0,NaN
20200506,26110,0.7,15.8,0.76,3.8,0,NaN
20200507,22140,2.1,18.7,0.85,2.8,0,NaN
20200508,24260,1.9,20.2,0.83,2,0,NaN
20200509,26410,7.2,24,1.01,2.1,0,NaN
20200510,20440,6.8,23.8,1.04,4.2,0.7,NaN
20200511,17800,1.4,12.5,0.62,6.5,0,NaN
20200512,11590,0.9,11.2,0.73,4.4,1.6,NaN
20200513,12070,2.3,10.8,0.76,4.1,0,NaN
20200514,22570,1.6,12.8,0.61,4.3,0,NaN
20200515,14510,-0.2,13.4,0.73,4,0,NaN
20200516,17590,2.6,17.8,0.86,3.8,0,NaN
20200517,19990,3.6,19.2,0.91,4.3,0,NaN
20200518,15270,7,21.4,1.09,4.7,0.1,NaN
20200519,13190,11,18.9,1.23,3.5,0,NaN
20200520,15880,11.2,19.8,1.19,2.1,0,NaN
20200521,27730,7.9,24.2,1.12,2.2,0,NaN
20200522,7860,12.4,20.4,1.43,3,5.6,NaN
20200523,16570,9.1,19,1.05,4.7,2.2,NaN
20200524,13600,10.6,16.8,1.16,6.3,0.4,NaN
20200525,12840,8.9,15.1,1.04,6.4,0,NaN
20200526,26310,8.9,21.5,1.09,1.9,0,NaN
20200527,24140,6,21.5,1.13,3.8,0,NaN
20200528,28850,8.2,18.6,1,4.6,0,NaN
20200529,28630,5.3,22.5,0.92,2.7,0,NaN
20200530,25420,8.7,22.7,0.91,3.5,0,NaN
20200531,26610,9.6,21.6,0.97,4.7,0,NaN
20200601,29050,9.5,25,0.98,4.6,0,NaN
20200602,26590,10.1,27,1.1,2.8,0,NaN
20200603,24300,15,28.4,1.28,3.4,0.1,NaN
20200604,7480,10.3,17.9,1.43,3.7,7.9,NaN
20200605,17730,7.2,16.2,1.03,5.9,1.3,NaN
20200606,20320,6.8,17.4,0.94,5.3,0,NaN
20200607,18140,9,17.9,1.06,4.6,4.2,NaN
20200608,11600,9.6,17.4,1.23,2.1,0.4,NaN
20200609,19930,10.5,19.3,1.05,4.4,0,NaN
20200610,19780,11.8,22.4,1.15,3.8,0,NaN
20200611,3770,13.9,16.7,1.66,3.2,5.9,NaN
20200612,16990,15.3,24.9,1.8,4.1,0,NaN
20200613,21690,15.8,28,2.01,4.2,0.4,NaN
20200614,6590,15.9,20.1,1.97,3,2,NaN
20200615,24360,15.4,25.1,1.66,2.8,0,NaN
20200616,24860,15.6,25.3,1.72,3,3.8,NaN
20200617,25030,15.4,27,1.58,2.8,0,NaN
20200618,6980,16.5,20.4,1.73,2.7,2.4,NaN
20200619,24800,13.5,24,1.5,4.1,0,NaN
20200620,18610,10.6,22.6,1.44,4.1,0,NaN
20200621,27160,8.5,25.7,1.33,2.2,0.1,NaN
20200622,25700,11.2,25.1,1.37,3.6,0,NaN
20200623,29710,9.2,26.7,1.22,2.2,0,NaN
20200624,30170,13.6,28.1,1.26,3.2,0,NaN
20200625,24790,15.9,28.5,1.7,4.1,0,NaN
20200626,26010,16.9,30.2,1.53,3.9,0,NaN
20200627,19120,16.6,29.3,1.91,3.1,1.5,NaN
20200628,14620,11.8,22.9,1.47,4.1,0,NaN
20200629,21720,10.9,23.4,1.08,5.4,0,NaN
20200630,7100,13.4,19.3,1.28,6.6,1.4,NaN
20200701,9970,13.2,20.9,1.69,4.1,1.5,NaN
20200702,14650,12.4,24.1,1.54,3.9,10.7,NaN
20200703,15720,10.3,22.8,1.49,3.8,0.2,NaN
20200704,7060,14.5,21.3,1.62,6.8,1,NaN
20200705,11980,13.3,24,1.74,7.4,0.2,NaN
20200706,21470,10.5,18.9,1.27,7.4,0.5,NaN
20200707,16550,8.6,20.3,1.16,4.9,0.5,NaN
20200708,11300,11.1,17.7,1.26,2,3.1,NaN
20200709,5540,12,14.8,1.49,2.7,16.2,NaN
20200710,8840,8.2,17.2,1.42,3.8,1.3,NaN
20200711,20500,7.7,19.6,1.26,2.9,1.6,NaN
20200712,26270,6.7,20.8,1.15,2.6,0,NaN
20200713,24180,7.9,24,1.23,1.8,0,NaN
20200714,9090,11.2,19.9,1.5,2.1,5.1,NaN
20200715,20630,11.4,20.9,1.39,3.1,0,NaN
20200716,16480,9,21.3,1.3,1.6,0,NaN
20200717,22290,9.1,24.4,1.34,1.6,0,NaN
20200718,17470,11.6,25.9,1.58,2,0,NaN
20200719,17850,15.3,26.8,1.66,2.9,0.4,NaN
20200720,20960,9.8,21.6,1.36,4.6,0.1,NaN
20200721,17380,8.2,20.2,1.18,3.3,0,NaN
20200722,20010,7.9,20.7,1.16,3.1,0,NaN
20200723,21790,11.5,24.6,1.28,2.5,0,NaN
20200724,13600,14.1,24.1,1.57,3.6,0,NaN
20200725,13520,12.9,23.5,1.76,3.4,9,NaN
20200726,18160,14.6,24.4,1.67,4.5,0.1,NaN
20200727,10640,11.8,21.9,1.56,3.1,0.2,NaN
20200728,17980,13.1,23.4,1.43,5.9,1.2,NaN
20200729,15230,9.2,20.6,1.18,5.9,0,NaN
20200730,24950,7.7,22.7,1.18,2.3,0,NaN
20200731,24930,12.4,27.7,1.5,2.1,0,NaN
20200801,14230,17.1,28.4,1.78,3.8,0,NaN
20200802,17540,11.5,26.1,1.6,4,0,NaN
20200803,21820,8.7,23.2,1.28,3,0,NaN
20200804,18920,8.6,21.7,1.27,2.6,0,NaN
20200805,24720,13.4,28.8,1.25,3.8,0,NaN
20200806,24810,15.3,32.3,1.34,2.1,0,NaN
20200807,24380,14.3,32.9,1.45,1.9,0,NaN
20200808,22980,16.9,34.3,1.85,2.8,0,NaN
20200809,13540,20.9,30.8,1.83,3.4,0,NaN
20200810,21860,18.4,33.5,1.87,3,1,NaN
20200811,22400,18.7,33.5,1.74,4.7,0,NaN
20200812,23070,18.9,33.4,1.56,4.6,0,NaN
20200813,19880,19,32.2,1.67,3.7,0,NaN
20200814,12950,19.3,28.8,2.03,2.4,12,NaN
20200815,15890,17.5,28.2,2.17,1.6,0,NaN
20200816,19700,16.2,30.8,2.01,2.6,3.6,NaN
20200817,3540,16,23.5,2.03,1.8,30.5,NaN
20200818,16060,14.1,25.3,1.79,2.2,5.1,NaN
20200819,20100,13.4,26.2,1.67,2,0,NaN
20200820,11960,19.4,27.8,2.04,3.3,0.5,NaN
20200821,8620,17.1,28.6,2.25,4,4.5,NaN
20200822,16470,16,25.9,1.74,4.5,5.3,NaN
20200823,12640,12.7,20.7,1.57,5.5,4.9,NaN
20200824,9640,11.6,20.1,1.52,4.3,2.2,NaN
20200825,12350,9.1,20,1.52,3.4,3.5,NaN
20200826,5920,14.8,18.6,1.7,8.8,8.7,NaN
20200827,13210,13.1,19.2,1.4,4.5,0.3,NaN
20200828,13000,12.8,21.7,1.44,4.1,0,NaN
20200829,14140,10.7,20.9,1.37,3.3,0,NaN
20200830,18010,8.6,22.7,1.35,2.5,0,NaN
20200831,13920,12.6,20.3,1.28,3.2,0,NaN
20200901,19800,10.2,20.7,1.13,2.9,0,NaN
20200902,16500,6.4,20.9,1.22,1.8,0,NaN
20200903,5100,8.2,16.4,1.43,3.6,13,NaN
20200904,10790,13.9,22,1.61,3.6,0.4,NaN
20200905,13140,9.9,19.9,1.37,3.8,0.8,NaN
20200906,12390,9.1,19.1,1.24,4,0,NaN
20200907,11890,10.2,19.1,1.33,3,0,NaN
20200908,6960,11.7,19.9,1.62,4.8,0,NaN
20200909,5530,10.5,20.7,1.81,5,1.6,NaN
20200910,12770,8.5,19,1.21,2.5,0,NaN
20200911,14030,9.2,19.5,1.25,2.2,0,NaN
20200912,10480,7.2,19.4,1.32,3.6,0,NaN
20200913,13670,8.6,22.4,1.46,3.7,0,NaN
20200914,16080,9.5,28.2,1.61,1.8,0,NaN
20200915,14790,14,29.7,1.8,1.2,0,NaN
20200916,14410,12.1,22.7,1.61,3.8,0,NaN
20200917,16030,6.9,17.9,0.93,4.1,0,NaN
20200918,16590,4.2,19.5,0.87,3.5,0,NaN
20200919,16160,5.7,22,0.88,4,0,NaN
20200920,16040,5.8,22.1,1.02,3.4,0,NaN
20200921,15570,6.6,24.7,1.12,1.7,0,NaN
20200922,14450,6.4,24.5,1.22,1,0,NaN
20200923,11760,6.9,23.3,1.27,2.5,0.5,NaN
20200924,13880,11.8,18.5,1.15,5.4,0.2,NaN
20200925,10250,8.4,15.8,1,4,0,NaN
20200926,6160,4.7,15.3,1.07,3,8.2,NaN
20200927,4580,9.9,14.6,1.18,2.8,0.1,NaN
20200928,4100,10.7,14.3,1.25,2.4,0.1,NaN
20200929,8180,5.3,15.6,1.22,2.4,0,NaN
20200930,8680,12.5,19.3,1.47,2.8,0,NaN
20201001,9040,10.4,18.9,1.33,4.6,0.2,NaN
20201002,10790,5.7,17.6,1.27,4.3,0,NaN
20201003,4160,9.9,19.6,1.38,5.4,0.3,NaN
20201004,8040,8.6,16.3,1.01,5.8,0,NaN
20201005,5770,8.6,15.2,1.02,4.4,2.4,NaN
20201006,4740,8.8,15.1,1.22,5,2.7,NaN
20201007,6390,9.4,16.1,1.23,4.6,3.7,NaN
20201008,1500,9.4,15.2,1.3,6,12.7,NaN
20201009,6710,7.4,14.1,1.14,3.2,0.2,NaN
20201010,8110,4.4,12.2,0.94,5.1,0.7,NaN
20201011,7550,4.2,12.6,0.96,4.4,0.4,NaN
20201012,6050,3.5,13.5,0.99,2.3,1.5,NaN
20201013,10050,2.5,14.3,0.93,2.5,0,NaN
20201014,4470,8.1,11.5,0.92,5.5,0,NaN
20201015,7670,7.6,13,0.86,4.7,0,NaN
20201016,6350,5.5,10.6,0.85,2.8,0,NaN
20201017,5370,2.2,12.9,0.95,1.9,0,NaN
20201018,4410,2.4,12.1,0.96,3.7,0.4,NaN
20201019,5370,6.8,11.6,0.98,2.5,0,NaN
20201020,2610,5.8,12.9,1.02,3.7,3.8,NaN
20201021,2580,11.7,19.3,1.35,5.3,4.1,NaN
20201022,7300,10.5,18.3,1.31,5.6,0,NaN
20201023,4440,8.3,14.2,1.25,2.5,0,NaN
20201024,3250,11,14.5,1.27,5,0.1,NaN
20201025,1630,8.4,15.5,1.24,5.4,1.8,NaN
20201026,3250,7.7,11.8,1.03,3.7,0,NaN
20201027,3160,6.9,12.3,0.96,5.1,0.7,NaN
20201028,6000,8.6,14.6,1.08,5.3,6.5,NaN
20201029,5600,7.9,12.7,1.04,5.9,7.4,NaN
20201030,1310,10.2,14.6,1.47,5.4,2.7,NaN
20201031,2960,11.5,15.8,1.41,4.2,1,NaN
20201101,4780,9.6,17.3,1.34,4.7,0.1,NaN
20201102,2850,10.7,20.1,1.58,7.4,2,NaN
20201103,6410,6.9,12,0.91,5.5,0,NaN
20201104,6280,3.1,11.4,0.84,4.6,0,NaN
20201105,4590,1.5,10.7,0.88,3.2,0,NaN
20201106,2710,6.7,11.7,1.05,2.1,0,NaN
20201107,5840,3.6,11.7,0.89,2.5,0,NaN
20201108,5620,2.2,12.4,0.86,2,0,NaN
20201109,2050,3.3,6.9,0.84,3.1,0,NaN
20201110,1000,4.4,6,0.86,4,0.1,NaN
20201111,1290,4.3,8.5,0.98,2.2,0.1,NaN
20201112,3100,5.4,12.3,1.01,3.6,2.7,NaN
20201113,4900,3.4,11.8,0.98,3.1,0,NaN
20201114,1940,9.2,13.8,1.27,2.7,0.2,NaN
20201115,4590,7.4,16.6,1.15,5.6,2.4,NaN
20201116,2040,7.5,11.6,1.02,5.8,0,NaN
20201117,710,8.2,12.3,1.19,5.3,0.5,NaN
20201118,2840,9.9,14.1,1.11,5.1,0.4,NaN
20201119,1830,2.4,13.7,0.86,7.3,0.7,NaN
20201120,4010,0.3,8.3,0.71,3.8,0.1,NaN
20201121,880,0.7,8.9,0.82,6.1,0.5,NaN
20201122,3520,2.7,11.7,0.94,6,0.4,NaN
20201123,4430,1.8,9.7,0.76,4.3,0,NaN
20201124,2550,1,9.2,0.81,3.6,0,NaN
20201125,3990,0.6,8.4,0.73,2.6,0,NaN
20201126,1300,6,10.1,1.02,2.5,0.8,NaN
20201127,1470,5.8,8.7,0.94,2.2,0,NaN
20201128,730,0.7,7.3,0.75,4.1,0,NaN
20201129,2420,-3.7,5.2,0.59,1.6,0,NaN
20201130,1520,-0.3,3.9,0.59,3.3,5.8,NaN
20201201,830,3.9,6.4,0.85,3.1,0.3,NaN
20201202,550,1.6,4.1,0.7,3,0,NaN
20201203,1360,1.6,4.5,0.66,4.8,0.2,NaN
20201204,2120,1.2,6.2,0.62,6,0.3,NaN
20201205,2400,0.4,6.2,0.68,2.8,1.3,NaN
20201206,500,1.4,4.8,0.74,2.3,1.7,NaN
20201207,680,2.1,5.2,0.75,3.5,0.7,NaN
20201208,2070,1,5.8,0.7,2.4,0,NaN
20201209,510,1.7,4.2,0.69,2.6,0,NaN
20201210,510,1.7,3.7,0.69,2.1,0.5,NaN
20201211,1490,2,4.1,0.65,4.9,0,NaN
20201212,930,2.7,4.9,0.71,3.9,0.6,NaN
20201213,930,4.2,6.6,0.85,2.4,0.6,NaN
20201214,740,5.5,9.5,0.91,4.3,2.3,NaN
20201215,810,6.6,9.1,1.01,2.5,2.2,NaN
20201216,2120,4.2,8.8,0.96,3.1,0,NaN
20201217,1010,4.5,10.2,0.97,4.4,1.1,NaN
20201218,3300,3.1,9.9,0.8,3.6,0,NaN
20201219,3040,2.5,10,0.84,3.6,0,NaN
20201220,1550,4.9,9.8,0.92,3.2,0.2,NaN
20201221,2100,3.3,8.4,0.87,4.5,10.1,NaN
20201222,1070,5.2,12.8,1.13,5.5,1.2,NaN
20201223,450,1.7,10.7,0.95,2.1,21.7,NaN
20201224,1820,1.8,6.5,0.76,4.3,1,NaN
20201225,3420,-3.8,3.9,0.56,2.4,0,NaN
20201226,1280,-2.1,4.5,0.66,5.3,0,NaN
20201227,420,3.3,5.8,0.67,10,2.4,NaN
20201228,1630,2.2,6.1,0.71,3.6,1.7,NaN
20201229,1460,1.1,4.7,0.71,3.5,5.6,NaN
20201230,1290,2.4,4.7,0.71,5.7,0,NaN
20201231,840,0.5,3.6,0.68,3.1,0.1,NaN
